,Stem length (cm),Root length (cm),Thousand  Seed weight (g),Geramination (%),Poods per plant (number),Stem bark thickness (mm),Root bark thickness (mm),Protein content  %,Seed oil content (%),Seed yield (g.),Chlorophyll (mg/g),"leaf blight (0=absent,1=present)","Stem blight (0=absent, 1=present)","Root blight (0=absent,1=present)","Chlorosis (0=absent,1=present)","Leaf spot (0=none,1=browen,2=black)","Canker-lesion (0=none, 1=browen,2=black)","Int-discolor (0=none,1=browen,2=black)","seed-discolor (0=absent,1= browen, 2=black)","leaves -discolor (0=absent,1=yello,2 =browen)","Stem-cankers (0=absent,1=below-soil,2=above-soil)"
Healthy soybean,73.26,34.9,204.3,88.86,91.46,88.86,13.42,51.26,21.66,255,30.18,0,0,0,0,0,0,0,0,0,0
Healthy soybean,79.45,28.35,234.21,74.89,60.61,74.89,20.58,56.32,24.55,282.46,39.78,0,0,0,0,0,0,0,0,0,0
Healthy soybean,94.88,38.85,226.82,76.07,69.75,76.07,19.59,40.6,18.57,313.85,49.92,0,0,0,0,0,0,0,0,0,0
Healthy soybean,58.8,23.6,191.26,80,98.86,80,20.65,51.69,19.63,316.27,47.41,0,0,0,0,0,0,0,0,0,0
Healthy soybean,103.83,32.79,221.84,85.87,86.23,85.87,15.69,53.34,22.22,330.77,20.02,0,0,0,0,0,0,0,0,0,0
Healthy soybean,42.29,29.56,190.25,80.37,71.8,80.37,14.12,48.56,26.41,269.84,32.73,0,0,0,0,0,0,0,0,0,0
Healthy soybean,83,26.31,168.71,77.47,59.86,77.47,16.61,42.68,19.53,349.63,35.56,0,0,0,0,0,0,0,0,0,0
Healthy soybean,70.7,24.29,231.49,71.99,95.43,71.99,23.1,40.45,24.18,318.32,30.96,0,0,0,0,0,0,0,0,0,0
Healthy soybean,60.46,27.66,234.73,92.89,90.52,92.89,20.99,51.8,25.42,396.53,36.69,0,0,0,0,0,0,0,0,0,0
Healthy soybean,71.34,24.03,153.98,67,96.45,67,20.54,35.85,26.4,325,50.55,0,0,0,0,0,0,0,0,0,0
Healthy soybean,107.15,24.27,201.65,98.71,83.31,98.71,19.13,37.75,25.63,375.68,20.75,0,0,0,0,0,0,0,0,0,0
Healthy soybean,90.14,37.22,200.62,75.01,53.65,75.01,21.91,47.13,27.83,396,45.24,0,0,0,0,0,0,0,0,0,0
Healthy soybean,64.01,34.77,141.57,76.4,62.86,76.4,18.15,47.36,25.87,311.76,25.44,0,0,0,0,0,0,0,0,0,0
Healthy soybean,72.95,31.65,216.06,50.09,80.97,50.09,22.83,56.67,26.83,311.4,35.75,0,0,0,0,0,0,0,0,0,0
Healthy soybean,60.42,22.64,154.09,70.9,85.22,70.9,14.15,49.64,26.03,259.93,30.32,0,0,0,0,0,0,0,0,0,0
Healthy soybean,65.75,26.58,209.12,70.01,69.47,70.01,18.06,36.35,22.42,348.43,33.62,0,0,0,0,0,0,0,0,0,0
Healthy soybean,93.24,40.85,178.55,80.85,60.52,80.85,15.9,48.16,26.85,304,28.62,0,0,0,0,0,0,0,0,0,0
Healthy soybean,91.45,24.43,203.96,82.41,54.46,82.41,14.9,52.91,23.26,340.47,29.99,0,0,0,0,0,0,0,0,0,0
Healthy soybean,53.93,27.37,210.39,66.21,62.93,66.21,17.72,46.73,23.95,336.91,28.11,0,0,0,0,0,0,0,0,0,0
Healthy soybean,73.97,32.27,191.79,68.72,62.47,68.72,15.43,57.08,21.61,261,22.78,0,0,0,0,0,0,0,0,0,0
Healthy soybean,106.94,25.47,154.38,68.05,65.29,68.05,16.13,48.86,22.45,241.38,33.04,0,0,0,0,0,0,0,0,0,0
Healthy soybean,55.23,30.2,198.03,65.59,92.85,65.59,22.05,35.11,21.04,342.25,50.15,0,0,0,0,0,0,0,0,0,0
Healthy soybean,109.04,34.82,146.32,93.55,74.41,93.55,15.55,59.86,22.83,350.94,25.76,0,0,0,0,0,0,0,0,0,0
Healthy soybean,59.01,37.96,224,85.51,89.74,85.51,22.16,58.68,27.91,288,37.56,0,0,0,0,0,0,0,0,0,0
Healthy soybean,84.72,32.12,232.87,66.19,95.59,66.19,13.62,51.53,23.99,351.18,35.83,0,0,0,0,0,0,0,0,0,0
Healthy soybean,67,33.06,199.46,64.11,84.05,64.11,20.77,42.09,24.52,287.31,49.79,0,0,0,0,0,0,0,0,0,0
Healthy soybean,54.68,25.6,231.44,53.29,68.36,53.29,19.08,32.82,21.18,225,29.55,0,0,0,0,0,0,0,0,0,0
Healthy soybean,50.58,40.81,183.24,68.97,81.65,68.97,16.84,50.11,27.76,308.17,21.44,0,0,0,0,0,0,0,0,0,0
Healthy soybean,72.16,23.26,166.85,94.67,71.17,94.67,20.66,51.25,24.72,214.58,44.47,0,0,0,0,0,0,0,0,0,0
Healthy soybean,62.93,36.3,219.3,80.6,83.95,80.6,19.66,58.95,26.24,236.89,40.32,0,0,0,0,0,0,0,0,0,0
Healthy soybean,75,24.19,163.32,53.48,71.5,53.48,16.04,32.27,23.3,344.78,42.27,0,0,0,0,0,0,0,0,0,0
Healthy soybean,92.63,34.07,148.85,54.42,91.27,54.42,13.36,59.12,25.26,341.57,48.05,0,0,0,0,0,0,0,0,0,0
Healthy soybean,97.28,34.51,175.57,62.1,67.26,62.1,22.6,30.13,19.97,321.75,33.35,0,0,0,0,0,0,0,0,0,0
Healthy soybean,72.53,25.82,220.77,92.83,65.53,92.83,20.83,37.7,26.77,212.16,46.62,0,0,0,0,0,0,0,0,0,0
Healthy soybean,82.48,34.3,185.99,94.24,95.74,94.24,18.11,56.71,25.29,268.35,21.24,0,0,0,0,0,0,0,0,0,0
Healthy soybean,78.65,33.71,162.61,57.7,85.54,57.7,17.97,35.09,23.33,210.31,45.75,0,0,0,0,0,0,0,0,0,0
Healthy soybean,101.53,40.83,210,77.21,85.52,77.21,19.16,58.07,23.36,261.63,36.42,0,0,0,0,0,0,0,0,0,0
Healthy soybean,52.07,39.12,175.89,86.62,69.05,86.62,14.69,31.14,19.31,314.35,23.07,0,0,0,0,0,0,0,0,0,0
Healthy soybean,84.02,22.92,183.82,69.26,52.03,69.26,16.39,58.08,27.63,224,25.21,0,0,0,0,0,0,0,0,0,0
Healthy soybean,71.1,25.62,176.04,89.05,81.91,89.05,14.92,35.59,25.18,334.12,31.95,0,0,0,0,0,0,0,0,0,0
Healthy soybean,92.93,23.35,172.86,95.53,60.1,95.53,16.96,36.54,25.11,274.24,34.32,0,0,0,0,0,0,0,0,0,0
Healthy soybean,72.64,26.9,154.56,87.6,57,87.6,19.76,37.19,22.77,301.93,46.12,0,0,0,0,0,0,0,0,0,0
Healthy soybean,45,23.3,179.77,60.17,96.41,60.17,18.98,37.32,22.98,222.3,20.77,0,0,0,0,0,0,0,0,0,0
Healthy soybean,100.8,27.81,219.61,57.67,91.77,57.67,20.86,45.67,22.46,382.26,47.58,0,0,0,0,0,0,0,0,0,0
Healthy soybean,94.92,31.69,211.81,80.44,96.16,80.44,13.2,44.38,25.99,226.73,41.93,0,0,0,0,0,0,0,0,0,0
Healthy soybean,69.59,34.5,188.01,73.85,64.44,73.85,19.19,53.58,22.6,216.81,43.76,0,0,0,0,0,0,0,0,0,0
Healthy soybean,99,34.23,218.51,74.12,78.6,74.12,21.31,33.86,25.13,400.4,50.51,0,0,0,0,0,0,0,0,0,0
Healthy soybean,77.15,28.64,214.09,62.97,64.29,62.97,14.21,50.43,22.96,255.42,33.51,0,0,0,0,0,0,0,0,0,0
Healthy soybean,99.92,32.52,177.98,50.53,97.91,50.53,15.63,43.55,20.53,377.6,23.22,0,0,0,0,0,0,0,0,0,0
Healthy soybean,52.66,26.61,164.33,80.89,63.48,80.89,19.96,53.16,20.48,232,31.75,0,0,0,0,0,0,0,0,0,0
Healthy soybean,77.09,23.03,170.05,57.48,52.79,57.48,18.55,50.73,27.84,274.03,25.29,0,0,0,0,0,0,0,0,0,0
Healthy soybean,93.94,28.52,152.41,83.14,61.66,83.14,17.46,49.44,21.07,257.02,49.45,0,0,0,0,0,0,0,0,0,0
Healthy soybean,87.54,24.59,165.12,80.75,94.65,80.75,17.16,49.71,25.37,335.66,45.46,0,0,0,0,0,0,0,0,0,0
Healthy soybean,98.61,26.06,175.82,63.45,77.6,63.45,13.98,59.43,18.67,399.63,22.61,0,0,0,0,0,0,0,0,0,0
Healthy soybean,85.22,40.89,174.01,79.43,78.47,79.43,18.47,40.92,24.36,263.85,29.9,0,0,0,0,0,0,0,0,0,0
Healthy soybean,103.36,39.23,189.73,63.38,97.54,63.38,20.09,48.44,24.97,255.05,41.11,0,0,0,0,0,0,0,0,0,0
Healthy soybean,89.66,28.53,205.23,82.5,87.11,82.5,21.65,57.24,24.98,301.57,26.23,0,0,0,0,0,0,0,0,0,0
Healthy soybean,82.11,31.39,164.27,84.83,57.91,84.83,19.4,52.52,19.29,315.97,30.19,0,0,0,0,0,0,0,0,0,0
Healthy soybean,67.26,36.03,218.87,62.51,97.7,62.51,21.83,53.92,27.96,276,42.35,0,0,0,0,0,0,0,0,0,0
Healthy soybean,97.9,31.34,180.72,53.95,83.22,53.95,18.46,59.24,27.86,259.11,33,0,0,0,0,0,0,0,0,0,0
Healthy soybean,103.91,40.86,180.9,62,54.22,62,20.46,31.48,19.86,369.69,24.71,0,0,0,0,0,0,0,0,0,0
Healthy soybean,79.14,24.84,218.09,87.78,68.45,87.78,19.79,36.08,23.91,342.96,29.54,0,0,0,0,0,0,0,0,0,0
Healthy soybean,63.78,36.1,191.03,69.24,61.91,69.24,17.89,47.26,23.05,312.82,35.1,0,0,0,0,0,0,0,0,0,0
Healthy soybean,58.18,29.39,206.45,69.78,55.17,69.78,16.18,46.24,19.17,353,43.94,0,0,0,0,0,0,0,0,0,0
Healthy soybean,56.98,35.92,174.89,66.7,98.21,66.7,21.12,54.72,23.74,359,49.55,0,0,0,0,0,0,0,0,0,0
Healthy soybean,97.36,30,203.62,83.43,85.83,83.43,22.41,42.46,20.21,366.15,23.88,0,0,0,0,0,0,0,0,0,0
Healthy soybean,90.26,31.32,219.73,85.61,75.84,85.61,22.29,42.95,20.52,242.74,48.41,0,0,0,0,0,0,0,0,0,0
Healthy soybean,62.76,24.16,232.22,60.49,74.69,60.49,15.85,33.73,19.83,213,32,0,0,0,0,0,0,0,0,0,0
Healthy soybean,94.93,29.78,149.2,75.47,70.66,75.47,16.43,30.31,19.78,236,44.91,0,0,0,0,0,0,0,0,0,0
Healthy soybean,85,36.22,194.89,84.61,87.84,84.61,14.6,46.52,18.59,298.23,44.45,0,0,0,0,0,0,0,0,0,0
Healthy soybean,91.68,38.58,221.48,90.28,61.65,90.28,16.03,44.23,19.8,291.2,43.49,0,0,0,0,0,0,0,0,0,0
Healthy soybean,91.4,26.76,196.9,99.75,68.33,99.75,16.81,34.3,19.5,362.19,46.97,0,0,0,0,0,0,0,0,0,0
Healthy soybean,107.9,35.05,145.9,55,92.01,55,18.28,31.56,18.6,341.89,20.14,0,0,0,0,0,0,0,0,0,0
Healthy soybean,87.05,29.52,234.15,98,70.74,98,20.63,39.14,22.9,230.84,40.66,0,0,0,0,0,0,0,0,0,0
Healthy soybean,74.36,37.06,217.78,88.7,50.64,88.7,19.29,46.71,22.27,230,32.9,0,0,0,0,0,0,0,0,0,0
Healthy soybean,54.22,24.18,230.26,73.52,54.4,73.52,17.15,38.58,22.62,275.83,22.47,0,0,0,0,0,0,0,0,0,0
Healthy soybean,89.76,40.34,238.67,90.11,66.68,90.11,18.41,43.23,23.8,317.74,41.22,0,0,0,0,0,0,0,0,0,0
Healthy soybean,106.39,35.61,205.37,88.23,64.97,88.23,17.63,39.81,19.19,309.04,36.04,0,0,0,0,0,0,0,0,0,0
Healthy soybean,105.74,33.22,164.67,74.77,61.13,74.77,13.26,59.58,22.71,239.62,43.8,0,0,0,0,0,0,0,0,0,0
Healthy soybean,97.09,35.99,201.36,60.6,91.19,60.6,20.73,52.54,20.49,380.58,42.59,0,0,0,0,0,0,0,0,0,0
Healthy soybean,59.33,28.82,199,72.43,71,72.43,22.17,58.65,18.14,271.67,41.33,0,0,0,0,0,0,0,0,0,0
Healthy soybean,80.65,29.34,206.57,99.77,84.44,99.77,21.05,54.45,21.78,242,28.81,0,0,0,0,0,0,0,0,0,0
Healthy soybean,78.3,28.73,211.78,62.95,94.43,62.95,22.52,59.28,23.68,278.21,48,0,0,0,0,0,0,0,0,0,0
Healthy soybean,50,26.26,213.91,81.41,86,81.41,21.14,56.46,20.24,371,32.92,0,0,0,0,0,0,0,0,0,0
Healthy soybean,85.81,32.72,223.45,62.28,71.49,62.28,15.67,48.34,18.12,404.75,32.95,0,0,0,0,0,0,0,0,0,0
Healthy soybean,107.67,38.5,187.96,88.07,96.34,88.07,16.8,33.51,20.04,326.93,28.58,0,0,0,0,0,0,0,0,0,0
Healthy soybean,84.22,28.72,179.07,50.89,63.08,50.89,21.34,49.68,22.74,273.68,30.02,0,0,0,0,0,0,0,0,0,0
Healthy soybean,102.37,29.09,237.22,76.98,50.27,76.98,20.27,43.9,19.43,305.54,35.26,0,0,0,0,0,0,0,0,0,0
Healthy soybean,84.05,29.19,225.98,51.78,56.21,51.78,20.06,45.61,26.58,391.8,27.35,0,0,0,0,0,0,0,0,0,0
Healthy soybean,61.54,23.48,224.66,52.25,59.02,52.25,16.16,58.23,24.91,316.73,39.63,0,0,0,0,0,0,0,0,0,0
Healthy soybean,90.58,39.02,223.09,79.82,94.77,79.82,13.28,41.35,22.25,309.46,37.99,0,0,0,0,0,0,0,0,0,0
Healthy soybean,94.95,24.26,147.39,50.15,71.44,50.15,16.02,44,20.71,256,39.32,0,0,0,0,0,0,0,0,0,0
Healthy soybean,70.44,31.54,200.44,71.68,99.07,71.68,22.63,34.38,23.97,404,44.83,0,0,0,0,0,0,0,0,0,0
Healthy soybean,53.63,37.39,168.91,93.71,68.38,93.71,16.22,44.89,27.85,350,49.87,0,0,0,0,0,0,0,0,0,0
Healthy soybean,43,25.53,213.5,70.97,79.23,70.97,16.28,59.96,23.73,373.38,49.41,0,0,0,0,0,0,0,0,0,0
Healthy soybean,51.68,29.01,215.38,51.71,71.45,51.71,14.27,54.56,24.31,299,45.01,0,0,0,0,0,0,0,0,0,0
Healthy soybean,92.33,35.01,178.72,61.84,74.64,61.84,13.83,49.36,26.38,335.55,24.5,0,0,0,0,0,0,0,0,0,0
Healthy soybean,61,28.16,200.4,77.8,95.16,77.8,19.65,47.6,26.8,264,20.46,0,0,0,0,0,0,0,0,0,0
Healthy soybean,104.88,27.88,187.29,66.08,92.26,66.08,21.49,30.79,23.51,342,50.28,0,0,0,0,0,0,0,0,0,0
Healthy soybean,70.73,31.06,212.2,93.27,53.47,93.27,18.77,56.28,24.21,212.65,49.19,0,0,0,0,0,0,0,0,0,0
Healthy soybean,72.77,29.63,174.69,85.16,51.3,85.16,16.2,49.23,25.86,303.15,47.79,0,0,0,0,0,0,0,0,0,0
Healthy soybean,58.63,38.73,188.36,51.85,61.2,51.85,19.22,52,24.95,219.09,39.05,0,0,0,0,0,0,0,0,0,0
Healthy soybean,61.35,33.15,152.26,79.91,87.78,79.91,15.11,31.08,20.09,339.85,27.43,0,0,0,0,0,0,0,0,0,0
Healthy soybean,82.57,31.82,222.83,96.74,74.68,96.74,21.03,38.19,26.99,316.23,21.37,0,0,0,0,0,0,0,0,0,0
Healthy soybean,43.1,33.7,216.72,60.55,67.7,60.55,15.48,36.33,25.89,243.73,40.57,0,0,0,0,0,0,0,0,0,0
Healthy soybean,74.01,25.29,183,86.66,87.44,86.66,17.61,52.79,25.57,358,21.85,0,0,0,0,0,0,0,0,0,0
Healthy soybean,46,26.04,192,94.11,55.36,94.11,18.21,59.79,22.39,266.7,47.62,0,0,0,0,0,0,0,0,0,0
Healthy soybean,104.09,32.63,189.43,80.4,68.49,80.4,15.07,55.23,20.4,213.67,39.06,0,0,0,0,0,0,0,0,0,0
Healthy soybean,83.77,22.72,143.35,98.66,87.95,98.66,22.9,32.55,26.43,215.98,33.69,0,0,0,0,0,0,0,0,0,0
Healthy soybean,81.86,24.7,156.24,70.37,83.73,70.37,15.8,38.37,25.94,217.61,23.94,0,0,0,0,0,0,0,0,0,0
Healthy soybean,96.55,23.43,215.54,79.68,56.64,79.68,14.82,31.49,20.62,406.82,30.28,0,0,0,0,0,0,0,0,0,0
Healthy soybean,44,22.8,185.42,69.3,93.98,69.3,20.07,56.83,24.58,305,27.99,0,0,0,0,0,0,0,0,0,0
Healthy soybean,62.39,38.57,185.25,64.36,83.72,64.36,21.92,55.46,19.42,216.72,35.77,0,0,0,0,0,0,0,0,0,0
Healthy soybean,51.88,22.12,152.9,65.38,50.52,65.38,14.66,45.29,19.64,290.48,45.98,0,0,0,0,0,0,0,0,0,0
Healthy soybean,56.22,24.44,170.89,77.28,72.81,77.28,13.49,33.67,25.32,395.04,28.04,0,0,0,0,0,0,0,0,0,0
Healthy soybean,46.2,37.99,239.81,54.49,63.15,54.49,17.11,54.89,19.58,310,21.94,0,0,0,0,0,0,0,0,0,0
Healthy soybean,61.11,23.95,163.82,76.61,65.7,76.61,21.51,49.79,18.07,384.93,22.37,0,0,0,0,0,0,0,0,0,0
Healthy soybean,40.21,28.22,196.19,81.17,54.6,81.17,19.52,54.32,25.71,372.75,43.25,0,0,0,0,0,0,0,0,0,0
Healthy soybean,58.01,29.29,149.71,92.6,87.49,92.6,22.57,33.99,24.94,379.51,42.55,0,0,0,0,0,0,0,0,0,0
Healthy soybean,83.87,29.98,174.54,75.33,61.77,75.33,22.43,48.94,19.7,376.35,32.96,0,0,0,0,0,0,0,0,0,0
Healthy soybean,60.72,34.84,166.99,92.39,83.74,92.39,13.63,52.96,22.89,364,30.26,0,0,0,0,0,0,0,0,0,0
Healthy soybean,54.18,24.28,197.89,89.32,67.58,89.32,19.88,34.25,23.7,407.42,30.07,0,0,0,0,0,0,0,0,0,0
Healthy soybean,89.55,23.55,182.77,94.56,60.51,94.56,13.9,45.55,21.84,378.82,27.48,0,0,0,0,0,0,0,0,0,0
Healthy soybean,65.82,28.83,168.72,92.88,76.01,92.88,18.19,30.09,26.82,402.23,39.89,0,0,0,0,0,0,0,0,0,0
Healthy soybean,61.07,37.41,141.47,77.3,89.49,77.3,22.72,43.08,24.9,306.93,20.51,0,0,0,0,0,0,0,0,0,0
Healthy soybean,64.83,29.12,186.91,53.96,57.27,53.96,14.91,39.13,24.87,347.97,39.81,0,0,0,0,0,0,0,0,0,0
Healthy soybean,101.31,30.1,158.92,57.05,75.98,57.05,13.43,56.17,24.54,408,46.74,0,0,0,0,0,0,0,0,0,0
Healthy soybean,70.96,26.42,228.56,87.93,96.56,87.93,17.6,36.74,25.68,396.73,22.58,0,0,0,0,0,0,0,0,0,0
Healthy soybean,41.97,24.58,168.21,58.16,62.92,58.16,19.74,59.62,26.32,326.62,35.07,0,0,0,0,0,0,0,0,0,0
Healthy soybean,104.7,27,190.4,61.98,55.71,61.98,13.52,31.34,20,339.78,45.97,0,0,0,0,0,0,0,0,0,0
Healthy soybean,85.42,29.94,221.21,91.91,63.14,91.91,23.2,58.4,20.56,315,34.42,0,0,0,0,0,0,0,0,0,0
Healthy soybean,67.03,30.59,236.17,88.24,98.77,88.24,15.78,57.28,26.17,323,48.91,0,0,0,0,0,0,0,0,0,0
Healthy soybean,70,36.9,204.15,64.38,91,64.38,20.41,51.09,19.47,250,38.77,0,0,0,0,0,0,0,0,0,0
Healthy soybean,103.52,33.25,192.12,92.67,60.32,92.67,21.95,56.01,21.22,239.4,45.59,0,0,0,0,0,0,0,0,0,0
Healthy soybean,90.1,25.41,193.64,78.78,86.22,78.78,15.68,51.2,19.93,289.93,27.88,0,0,0,0,0,0,0,0,0,0
Healthy soybean,68.5,36.42,205.49,98.47,93.95,98.47,19.71,38.9,22.38,318,49.77,0,0,0,0,0,0,0,0,0,0
Healthy soybean,101.73,31.13,215.77,99.49,92.67,99.49,18.58,55.36,18.74,343.56,39.26,0,0,0,0,0,0,0,0,0,0
Healthy soybean,56.16,35.93,147.8,75.88,70.04,75.88,21.89,48.42,22.97,234.62,27.57,0,0,0,0,0,0,0,0,0,0
Healthy soybean,97.47,32.39,169.04,56.6,65.74,56.6,16.56,34.58,24.68,346.47,25.56,0,0,0,0,0,0,0,0,0,0
Healthy soybean,54.78,39.95,216.53,75.68,57.19,75.68,13.97,53.91,20.87,317.37,33.22,0,0,0,0,0,0,0,0,0,0
Healthy soybean,64.33,25.98,140.85,86.48,53.11,86.48,19.57,41.01,27.65,368,36.9,0,0,0,0,0,0,0,0,0,0
Healthy soybean,92.78,35.91,220.46,54.45,92.22,54.45,22.49,31.11,19.67,253.84,47.43,0,0,0,0,0,0,0,0,0,0
Healthy soybean,66.04,22.25,167.03,96.53,61.44,96.53,17.47,59,21.87,244.33,41.97,0,0,0,0,0,0,0,0,0,0
Healthy soybean,95.84,36.38,232.07,59.88,62.82,59.88,20.76,54.03,25.28,226.16,48.24,0,0,0,0,0,0,0,0,0,0
Healthy soybean,100.74,25.16,147,96.87,52.8,96.87,22.23,50.41,26.92,378.37,26.18,0,0,0,0,0,0,0,0,0,0
Healthy soybean,92.95,30.81,212.89,80.47,50.81,80.47,18.03,57.41,25.39,353.44,35.96,0,0,0,0,0,0,0,0,0,0
Healthy soybean,54.39,23.11,235.72,80.94,83.01,80.94,16.09,39.6,25.38,266.82,40.68,0,0,0,0,0,0,0,0,0,0
Healthy soybean,81.78,36.05,239.23,95.34,79.04,95.34,19.51,52.97,24.99,265.2,28.03,0,0,0,0,0,0,0,0,0,0
Healthy soybean,101.4,24.97,188.67,62.59,92.4,62.59,15.7,47.37,24.23,223.7,25.49,0,0,0,0,0,0,0,0,0,0
Healthy soybean,69.29,28.71,157.64,57.04,59.47,57.04,18.93,46.46,27.77,241.22,44.08,0,0,0,0,0,0,0,0,0,0
Healthy soybean,72.93,23.21,151.46,79.93,69.02,79.93,16.46,46.95,27.53,392.72,37.75,0,0,0,0,0,0,0,0,0,0
Healthy soybean,73.03,40.27,227,71.25,63.53,71.25,20.01,36.03,21.79,331,36.68,0,0,0,0,0,0,0,0,0,0
Healthy soybean,57.44,31.93,198.13,83.06,51.52,83.06,14.85,45.96,19.37,257.99,34.09,0,0,0,0,0,0,0,0,0,0
Healthy soybean,106,26.18,150.24,89.99,78.45,89.99,16.49,34.4,18.36,372,44.1,0,0,0,0,0,0,0,0,0,0
Healthy soybean,101.93,37.47,172.33,93.63,64.89,93.63,21.66,47.14,26.63,285.15,20.79,0,0,0,0,0,0,0,0,0,0
Healthy soybean,94.18,24.39,148.67,60.58,62.57,60.58,13.91,35.22,21.32,307.52,25.83,0,0,0,0,0,0,0,0,0,0
Healthy soybean,71.53,34.81,165.73,61.61,99.6,61.61,22.42,38.32,25.66,370.09,28.82,0,0,0,0,0,0,0,0,0,0
Healthy soybean,52.24,38.37,238.51,71.29,86.3,71.29,15.41,57.56,25.44,299.85,21.59,0,0,0,0,0,0,0,0,0,0
Healthy soybean,102.68,24.49,145.12,74.59,70.7,74.59,20.51,54.74,25.46,323.01,48.7,0,0,0,0,0,0,0,0,0,0
Healthy soybean,59,34.03,230.12,67.29,86.84,67.29,19.8,35.38,26.07,225.94,40,0,0,0,0,0,0,0,0,0,0
Healthy soybean,102.06,25.84,160.03,91.21,51.4,91.21,14.74,44.05,21.75,319.34,46.49,0,0,0,0,0,0,0,0,0,0
Healthy soybean,70.5,35.41,158.54,72.86,64.38,72.86,21.75,39.57,22.31,229,46.31,0,0,0,0,0,0,0,0,0,0
Healthy soybean,52.21,31.19,196.52,88.9,89.41,88.9,17.01,40.7,21.71,231.38,26.81,0,0,0,0,0,0,0,0,0,0
Healthy soybean,80.34,37.55,141.87,68.21,50.51,68.21,14.08,38.08,23,397.23,20.39,0,0,0,0,0,0,0,0,0,0
Healthy soybean,90.87,24.78,164.12,65.55,51,65.55,19.28,33.88,26.36,326.18,40.97,0,0,0,0,0,0,0,0,0,0
Healthy soybean,56.39,22.36,188.1,74.26,88.63,74.26,15.15,53.55,26.75,272.22,41.09,0,0,0,0,0,0,0,0,0,0
Healthy soybean,93.39,32.64,147.79,57.27,54.17,57.27,21.85,48.23,25.19,315.61,34.43,0,0,0,0,0,0,0,0,0,0
Healthy soybean,70.21,28.48,175,62.12,57.51,62.12,15.72,37.24,26.69,241.94,36.12,0,0,0,0,0,0,0,0,0,0
Healthy soybean,55.56,31.96,161.85,95.36,93.33,95.36,21.54,46.2,19.87,213.42,50.63,0,0,0,0,0,0,0,0,0,0
Healthy soybean,47.8,37.05,182.13,60.83,91.95,60.83,21.18,57.1,18.63,346.61,45.57,0,0,0,0,0,0,0,0,0,0
Healthy soybean,63.45,31.83,210.78,58.7,62.65,58.7,16.24,37.86,21.21,270.38,43.24,0,0,0,0,0,0,0,0,0,0
Healthy soybean,77.13,22.29,203.59,82.02,71.3,82.02,19.7,55.26,20.29,381.6,38.55,0,0,0,0,0,0,0,0,0,0
Healthy soybean,81.81,36.29,235.79,50.95,78.76,50.95,23.4,48.05,26.76,279.34,27.86,0,0,0,0,0,0,0,0,0,0
Healthy soybean,79,33.96,144.5,98.36,88.84,98.36,15.21,32.96,18.71,271.92,30.62,0,0,0,0,0,0,0,0,0,0
Healthy soybean,73.84,27.48,151.65,94.76,85.34,94.76,23.8,56.41,27.01,224.64,32.05,0,0,0,0,0,0,0,0,0,0
Healthy soybean,102.25,38.36,141.56,75.36,88.76,75.36,13.89,34.39,22,282,34.3,0,0,0,0,0,0,0,0,0,0
Healthy soybean,93.73,30.37,184.63,50,67.27,50,19.15,41.62,23.13,361.15,40.06,0,0,0,0,0,0,0,0,0,0
Healthy soybean,54.01,33.88,148.43,88.72,80.83,88.72,20.61,40.87,20.88,402.84,46.73,0,0,0,0,0,0,0,0,0,0
Healthy soybean,72.76,23.39,141.24,80.67,55.45,80.67,14.47,46.91,24.43,231.83,39.83,0,0,0,0,0,0,0,0,0,0
Healthy soybean,74.7,24.01,220.82,85.09,59.1,85.09,13.53,45.64,25.17,358.12,24.19,0,0,0,0,0,0,0,0,0,0
Healthy soybean,66.23,39.01,166.66,72.63,80.19,72.63,16.29,35.91,25.93,391.42,40.34,0,0,0,0,0,0,0,0,0,0
Healthy soybean,76.03,25.03,157.03,55.37,75.82,55.37,14.51,53.21,19.98,212.72,29.34,0,0,0,0,0,0,0,0,0,0
Healthy soybean,91.24,27.05,228.06,52.06,86.51,52.06,22.89,47.97,23.21,221.48,49.28,0,0,0,0,0,0,0,0,0,0
Healthy soybean,73.38,27.01,190.35,88.4,96.02,88.4,15.57,42.42,21.1,217.47,25.87,0,0,0,0,0,0,0,0,0,0
Healthy soybean,84,30.73,160.48,94.29,79.47,94.29,17.23,40.56,27.44,245.92,32.99,0,0,0,0,0,0,0,0,0,0
Healthy soybean,93.23,37.16,206.86,65.81,50.23,65.81,21.53,58.48,19.99,355.14,32.61,0,0,0,0,0,0,0,0,0,0
Healthy soybean,54.15,36.74,211.49,85.65,76,85.65,20.43,55.66,18.8,258.1,27,0,0,0,0,0,0,0,0,0,0
Healthy soybean,71.25,30.55,229.82,73.4,75.13,73.4,16.68,40.37,24.64,329.59,32.75,0,0,0,0,0,0,0,0,0,0
Healthy soybean,109.27,22.23,160.5,97.95,84.19,97.95,17.25,43.77,26.12,229.25,36.26,0,0,0,0,0,0,0,0,0,0
Healthy soybean,57.56,29.85,179.49,56.68,70.16,56.68,22.44,52.87,19.77,301.35,25.36,0,0,0,0,0,0,0,0,0,0
Healthy soybean,76.63,31.46,200.15,64.2,71.85,64.2,15.12,59.47,23.57,386.08,45.32,0,0,0,0,0,0,0,0,0,0
Healthy soybean,68.17,23.75,224.24,91.12,59.65,91.12,18.4,41.63,24.16,327.78,23.26,0,0,0,0,0,0,0,0,0,0
